chrom	start	end	midpoint	window_bp	ctcf_count
chr2R	13450000	13452000	13451000	10000	1
chr2R	13484000	13486000	13485000	10000	0
chr2R	13508000	13510000	13509000	10000	1
chr2R	13558000	13560000	13559000	10000	0
chr2R	13594000	13596000	13595000	10000	1
chr2R	13806000	13808000	13807000	10000	2
chr2R	13822000	13824000	13823000	10000	1
chr2R	13854000	13856000	13855000	10000	0
chr2R	13894000	13896000	13895000	10000	2
chr2R	13942000	13944000	13943000	10000	0
chr2R	13960000	13962000	13961000	10000	2
chr2R	13968000	13970000	13969000	10000	2
chr2R	13980000	13982000	13981000	10000	0
chr2R	13990000	13992000	13991000	10000	0
chr2R	14050000	14052000	14051000	10000	0
chr2R	14148000	14150000	14149000	10000	0
chr2R	14174000	14176000	14175000	10000	1
chr2R	14216000	14218000	14217000	10000	0
chr2R	14236000	14238000	14237000	10000	1
chr2R	14270000	14272000	14271000	10000	0
chr2R	14302000	14304000	14303000	10000	0
chr2R	14332000	14334000	14333000	10000	0
chr2R	14352000	14354000	14353000	10000	0
chr2R	14480000	14482000	14481000	10000	0
chr2R	14492000	14494000	14493000	10000	1
chr2R	14606000	14608000	14607000	10000	1
chr2R	14624000	14626000	14625000	10000	1
chr2R	14752000	14754000	14753000	10000	0
chr2R	14862000	14864000	14863000	10000	2
chr2R	14872000	14874000	14873000	10000	2
chr2R	14936000	14938000	14937000	10000	2
chr2R	14964000	14966000	14965000	10000	0
chr2R	14994000	14996000	14995000	10000	1
chr2R	15114000	15116000	15115000	10000	0
chr2R	15146000	15148000	15147000	10000	0
chr2R	15216000	15218000	15217000	10000	0
chr2R	15310000	15312000	15311000	10000	0
chr2R	15340000	15342000	15341000	10000	0
chr2R	15382000	15384000	15383000	10000	2
chr2R	15510000	15512000	15511000	10000	1
chr2R	15532000	15534000	15533000	10000	1
chr2R	15574000	15576000	15575000	10000	1
chr2R	15698000	15700000	15699000	10000	0
chr2R	15822000	15824000	15823000	10000	1
chr2R	15848000	15850000	15849000	10000	1
chr2R	15932000	15934000	15933000	10000	0
chr2R	15940000	15942000	15941000	10000	0
chr2R	16002000	16004000	16003000	10000	0
chr2R	16102000	16104000	16103000	10000	0
chr2R	16110000	16112000	16111000	10000	0
chr2R	16124000	16126000	16125000	10000	0
chr2R	16142000	16144000	16143000	10000	0
chr2R	16178000	16180000	16179000	10000	0
chr2R	16188000	16190000	16189000	10000	0
chr2R	16202000	16204000	16203000	10000	0
chr2R	16222000	16224000	16223000	10000	0
chr2R	16232000	16234000	16233000	10000	0
chr2R	16290000	16292000	16291000	10000	1
chr2R	16348000	16350000	16349000	10000	2
chr2R	16552000	16554000	16553000	10000	0
chr2R	16572000	16574000	16573000	10000	0
chr2R	16578000	16580000	16579000	10000	0
chr2R	16586000	16588000	16587000	10000	0
chr2R	16782000	16784000	16783000	10000	1
chr2R	16800000	16802000	16801000	10000	2
chr2R	16850000	16852000	16851000	10000	1
chr2R	16868000	16870000	16869000	10000	0
chr2R	17006000	17008000	17007000	10000	0
chr2R	17016000	17018000	17017000	10000	0
chr2R	17062000	17064000	17063000	10000	0
chr2R	17098000	17100000	17099000	10000	0
chr2R	17152000	17154000	17153000	10000	0
chr2R	17368000	17370000	17369000	10000	0
chr2R	17392000	17394000	17393000	10000	1
chr2R	17490000	17492000	17491000	10000	0
chr2R	17514000	17516000	17515000	10000	0
chr2R	17536000	17538000	17537000	10000	0
chr2R	17548000	17550000	17549000	10000	0
chr2R	17592000	17594000	17593000	10000	0
chr2R	17666000	17668000	17667000	10000	0
chr2R	17684000	17686000	17685000	10000	1
chr2R	17698000	17700000	17699000	10000	1
chr2R	17724000	17726000	17725000	10000	0
chr2R	17748000	17750000	17749000	10000	0
chr2R	17790000	17792000	17791000	10000	0
chr2R	17872000	17874000	17873000	10000	0
chr2R	18094000	18096000	18095000	10000	0
chr2R	18126000	18128000	18127000	10000	0
chr2R	18160000	18162000	18161000	10000	0
chr2R	18174000	18176000	18175000	10000	0
chr2R	18184000	18186000	18185000	10000	0
chr2R	18276000	18278000	18277000	10000	1
chr2R	18398000	18400000	18399000	10000	1
chr2R	18412000	18414000	18413000	10000	0
chr2R	18452000	18454000	18453000	10000	1
chr2R	18528000	18530000	18529000	10000	1
chr2R	18554000	18556000	18555000	10000	1
chr2R	18612000	18614000	18613000	10000	1
chr2R	18640000	18642000	18641000	10000	0
chr2R	18660000	18662000	18661000	10000	0
chr2R	18674000	18676000	18675000	10000	1
chr2R	18688000	18690000	18689000	10000	0
chr2R	18710000	18712000	18711000	10000	1
chr2R	18798000	18800000	18799000	10000	0
chr2R	18808000	18810000	18809000	10000	0
chr2R	18820000	18822000	18821000	10000	0
chr2R	18834000	18836000	18835000	10000	0
chr2R	18860000	18862000	18861000	10000	0
chr2R	18994000	18996000	18995000	10000	0
chr2R	19130000	19132000	19131000	10000	0
chr2R	19138000	19140000	19139000	10000	1
chr2R	19164000	19166000	19165000	10000	1
chr2R	19254000	19256000	19255000	10000	0
chr2R	19290000	19292000	19291000	10000	2
chr2R	19310000	19312000	19311000	10000	0
chr2R	19358000	19360000	19359000	10000	0
chr2R	19376000	19378000	19377000	10000	0
chr2R	19396000	19398000	19397000	10000	0
chr2R	19426000	19428000	19427000	10000	0
chr2R	19442000	19444000	19443000	10000	0
chr2R	19452000	19454000	19453000	10000	0
chr2R	19498000	19500000	19499000	10000	0
chr2R	19632000	19634000	19633000	10000	1
chr2R	19746000	19748000	19747000	10000	0
chr2R	20000000	20002000	20001000	10000	1
chr2R	20234000	20236000	20235000	10000	0
chr2R	20258000	20260000	20259000	10000	0
chr2R	20288000	20290000	20289000	10000	0
chr2R	20316000	20318000	20317000	10000	0
chr2R	20330000	20332000	20331000	10000	1
chr2R	20552000	20554000	20553000	10000	0
chr2R	20588000	20590000	20589000	10000	1
chr2R	20618000	20620000	20619000	10000	0
chr2R	20644000	20646000	20645000	10000	0
chr2R	20672000	20674000	20673000	10000	0
chr2R	20832000	20834000	20833000	10000	0
chr2R	20884000	20886000	20885000	10000	2
chr2R	20994000	20996000	20995000	10000	0
chr2R	21018000	21020000	21019000	10000	1
chr2R	21058000	21060000	21059000	10000	0
chr2R	21078000	21080000	21079000	10000	1
chr2R	21146000	21148000	21147000	10000	1
chr2R	21162000	21164000	21163000	10000	0
chr2R	21184000	21186000	21185000	10000	0
chr2R	21282000	21284000	21283000	10000	0
chr2R	21294000	21296000	21295000	10000	0
chr2R	21356000	21358000	21357000	10000	0
chr2R	21384000	21386000	21385000	10000	0
chr2R	21482000	21484000	21483000	10000	0
chr2R	21498000	21500000	21499000	10000	1
chr2R	21522000	21524000	21523000	10000	0
chr2R	21608000	21610000	21609000	10000	0
chr2R	21634000	21636000	21635000	10000	0
chr2R	21660000	21662000	21661000	10000	0
chr2R	21686000	21688000	21687000	10000	0
chr2R	21720000	21722000	21721000	10000	0
chr2R	21932000	21934000	21933000	10000	0
chr2R	22062000	22064000	22063000	10000	0
chr2R	22076000	22078000	22077000	10000	1
chr2R	22102000	22104000	22103000	10000	0
chr2R	22124000	22126000	22125000	10000	2
chr2R	22214000	22216000	22215000	10000	0
chr2R	22318000	22320000	22319000	10000	1
chr2R	22374000	22376000	22375000	10000	0
chr2R	22412000	22414000	22413000	10000	0
chr2R	22506000	22508000	22507000	10000	1
chr2R	22536000	22538000	22537000	10000	0
chr2R	22562000	22564000	22563000	10000	0
chr2R	22596000	22598000	22597000	10000	0
chr2R	22606000	22608000	22607000	10000	0
chr2R	22640000	22642000	22641000	10000	0
chr2R	22672000	22674000	22673000	10000	0
chr2R	22702000	22704000	22703000	10000	0
chr2R	22808000	22810000	22809000	10000	1
chr2R	22882000	22884000	22883000	10000	1
chr2R	22938000	22940000	22939000	10000	2
chr2R	23062000	23064000	23063000	10000	0
chr2R	23078000	23080000	23079000	10000	0
chr2R	23354000	23356000	23355000	10000	1
chr2R	23408000	23410000	23409000	10000	0
chr2R	23544000	23546000	23545000	10000	0
chr2R	23618000	23620000	23619000	10000	0
chr2R	23654000	23656000	23655000	10000	1
chr2R	23708000	23710000	23709000	10000	0
chr2R	23748000	23750000	23749000	10000	0
chr2R	23844000	23846000	23845000	10000	1
chr2R	23850000	23852000	23851000	10000	1
chr2R	23862000	23864000	23863000	10000	0
chr2R	23878000	23880000	23879000	10000	0
chr2R	23940000	23942000	23941000	10000	0
chr2R	23958000	23960000	23959000	10000	0
chr2R	23968000	23970000	23969000	10000	0
chr2R	24028000	24030000	24029000	10000	0
chr2R	24046000	24048000	24047000	10000	0
chr2R	24060000	24062000	24061000	10000	0
chr2R	24114000	24116000	24115000	10000	0
chr2R	24138000	24140000	24139000	10000	0
chr2R	24174000	24176000	24175000	10000	0
chr2R	24198000	24200000	24199000	10000	0
chr2R	24314000	24316000	24315000	10000	0
chr2R	24338000	24340000	24339000	10000	1
chr2R	24392000	24394000	24393000	10000	0
chr2R	24526000	24528000	24527000	10000	0
chr2R	24536000	24538000	24537000	10000	0
chr2R	24562000	24564000	24563000	10000	0
chr2R	24612000	24614000	24613000	10000	0
chr2R	24668000	24670000	24669000	10000	0
chr2R	24692000	24694000	24693000	10000	0
chr2R	24744000	24746000	24745000	10000	1
chr2R	24762000	24764000	24763000	10000	1
chr2R	24798000	24800000	24799000	10000	0
chr2R	24870000	24872000	24871000	10000	0
chr2R	24938000	24940000	24939000	10000	1
chr2R	24970000	24972000	24971000	10000	1
chr2R	25012000	25014000	25013000	10000	0
chr2R	25076000	25078000	25077000	10000	0
chr2R	25086000	25088000	25087000	10000	1
chr2R	25182000	25184000	25183000	10000	0
chr2R	25256000	25258000	25257000	10000	0
chr3L	80000	82000	81000	10000	0
chr3L	92000	94000	93000	10000	0
chr3L	102000	104000	103000	10000	0
chr3L	146000	148000	147000	10000	0
chr3L	176000	178000	177000	10000	0
chr3L	200000	202000	201000	10000	0
chr3L	224000	226000	225000	10000	0
chr3L	258000	260000	259000	10000	0
chr3L	292000	294000	293000	10000	0
chr3L	328000	330000	329000	10000	0
chr3L	362000	364000	363000	10000	0
chr3L	442000	444000	443000	10000	0
chr3L	506000	508000	507000	10000	3
chr3L	542000	544000	543000	10000	0
chr3L	570000	572000	571000	10000	0
chr3L	592000	594000	593000	10000	0
chr3L	630000	632000	631000	10000	0
chr3L	694000	696000	695000	10000	0
chr3L	712000	714000	713000	10000	1
chr3L	834000	836000	835000	10000	0
chr3L	854000	856000	855000	10000	2
chr3L	1004000	1006000	1005000	10000	0
chr3L	1036000	1038000	1037000	10000	1
chr3L	1200000	1202000	1201000	10000	0
chr3L	1296000	1298000	1297000	10000	0
chr3L	1334000	1336000	1335000	10000	0
chr3L	1352000	1354000	1353000	10000	1
chr3L	1490000	1492000	1491000	10000	0
chr3L	1546000	1548000	1547000	10000	0
chr3L	1576000	1578000	1577000	10000	0
chr3L	1668000	1670000	1669000	10000	0
chr3L	1740000	1742000	1741000	10000	0
chr3L	1804000	1806000	1805000	10000	0
chr3L	1868000	1870000	1869000	10000	0
chr3L	1878000	1880000	1879000	10000	1
chr3L	1942000	1944000	1943000	10000	0
chr3L	1970000	1972000	1971000	10000	1
chr3L	2168000	2170000	2169000	10000	0
chr3L	2244000	2246000	2245000	10000	1
chr3L	2372000	2374000	2373000	10000	0
chr3L	2410000	2412000	2411000	10000	1
chr3L	2466000	2468000	2467000	10000	0
chr3L	2486000	2488000	2487000	10000	1
chr3L	2532000	2534000	2533000	10000	1
chr3L	2554000	2556000	2555000	10000	0
chr3L	2588000	2590000	2589000	10000	0
chr3L	2636000	2638000	2637000	10000	0
chr3L	2766000	2768000	2767000	10000	0
chr3L	2852000	2854000	2853000	10000	1
chr3L	3036000	3038000	3037000	10000	0
chr3L	3052000	3054000	3053000	10000	0
chr3L	3072000	3074000	3073000	10000	0
chr3L	3092000	3094000	3093000	10000	0
chr3L	3128000	3130000	3129000	10000	1
chr3L	3144000	3146000	3145000	10000	0
chr3L	3194000	3196000	3195000	10000	0
chr3L	3226000	3228000	3227000	10000	0
chr3L	3240000	3242000	3241000	10000	0
chr3L	3252000	3254000	3253000	10000	0
chr3L	3304000	3306000	3305000	10000	0
chr3L	3326000	3328000	3327000	10000	0
chr3L	3374000	3376000	3375000	10000	1
chr3L	3460000	3462000	3461000	10000	1
chr3L	3472000	3474000	3473000	10000	0
chr3L	3516000	3518000	3517000	10000	2
chr3L	3616000	3618000	3617000	10000	0
chr3L	3766000	3768000	3767000	10000	1
chr3L	3812000	3814000	3813000	10000	2
chr3L	3900000	3902000	3901000	10000	1
chr3L	4104000	4106000	4105000	10000	0
chr3L	4124000	4126000	4125000	10000	2
chr3L	4136000	4138000	4137000	10000	1
chr3L	4170000	4172000	4171000	10000	2
chr3L	4194000	4196000	4195000	10000	0
chr3L	4220000	4222000	4221000	10000	0
chr3L	4240000	4242000	4241000	10000	0
chr3L	4262000	4264000	4263000	10000	0
chr3L	4284000	4286000	4285000	10000	0
chr3L	4314000	4316000	4315000	10000	0
chr3L	4364000	4366000	4365000	10000	2
chr3L	4406000	4408000	4407000	10000	0
chr3L	4542000	4544000	4543000	10000	1
chr3L	4630000	4632000	4631000	10000	0
chr3L	4806000	4808000	4807000	10000	1
chr3L	4840000	4842000	4841000	10000	0
chr3L	5134000	5136000	5135000	10000	2
chr3L	5154000	5156000	5155000	10000	0
chr3L	5360000	5362000	5361000	10000	0
chr3L	5368000	5370000	5369000	10000	0
chr3L	5564000	5566000	5565000	10000	0
chr3L	5608000	5610000	5609000	10000	0
chr3L	5750000	5752000	5751000	10000	0
chr3L	5766000	5768000	5767000	10000	1
chr3L	5794000	5796000	5795000	10000	0
chr3L	5814000	5816000	5815000	10000	1
chr3L	5870000	5872000	5871000	10000	2
chr3L	5934000	5936000	5935000	10000	0
chr3L	6054000	6056000	6055000	10000	0
chr3L	6168000	6170000	6169000	10000	0
chr3L	6182000	6184000	6183000	10000	0
chr3L	6220000	6222000	6221000	10000	0
chr3L	6266000	6268000	6267000	10000	1
chr3L	6484000	6486000	6485000	10000	0
chr3L	6496000	6498000	6497000	10000	0
chr3L	6550000	6552000	6551000	10000	0
chr3L	6742000	6744000	6743000	10000	2
chr3L	6756000	6758000	6757000	10000	2
chr3L	6956000	6958000	6957000	10000	0
chr3L	6980000	6982000	6981000	10000	0
chr3L	6994000	6996000	6995000	10000	2
chr3L	7012000	7014000	7013000	10000	0
chr3L	7094000	7096000	7095000	10000	0
chr3L	7158000	7160000	7159000	10000	0
chr3L	7238000	7240000	7239000	10000	0
chr3L	7320000	7322000	7321000	10000	1
chr3L	7338000	7340000	7339000	10000	1
chr3L	7382000	7384000	7383000	10000	0
chr3L	7510000	7512000	7511000	10000	0
chr3L	7684000	7686000	7685000	10000	0
chr3L	7780000	7782000	7781000	10000	0
chr3L	7812000	7814000	7813000	10000	0
chr3L	7870000	7872000	7871000	10000	1
chr3L	7912000	7914000	7913000	10000	0
chr3L	7936000	7938000	7937000	10000	1
chr3L	7978000	7980000	7979000	10000	0
chr3L	8072000	8074000	8073000	10000	0
chr3L	8082000	8084000	8083000	10000	0
chr3L	8110000	8112000	8111000	10000	0
chr3L	8116000	8118000	8117000	10000	0
chr3L	8186000	8188000	8187000	10000	0
chr3L	8198000	8200000	8199000	10000	0
chr3L	8300000	8302000	8301000	10000	0
chr3L	8316000	8318000	8317000	10000	1
chr3L	8340000	8342000	8341000	10000	0
chr3L	8360000	8362000	8361000	10000	0
chr3L	8400000	8402000	8401000	10000	1
chr3L	8424000	8426000	8425000	10000	0
chr3L	8450000	8452000	8451000	10000	0
chr3L	8510000	8512000	8511000	10000	0
chr3L	8564000	8566000	8565000	10000	1
chr3L	8604000	8606000	8605000	10000	1
chr3L	8628000	8630000	8629000	10000	0
chr3L	8634000	8636000	8635000	10000	0
chr3L	8652000	8654000	8653000	10000	0
chr3L	8720000	8722000	8721000	10000	0
chr3L	8798000	8800000	8799000	10000	0
chr3L	8892000	8894000	8893000	10000	0
chr3L	8954000	8956000	8955000	10000	1
chr3L	8998000	9000000	8999000	10000	0
chr3L	9084000	9086000	9085000	10000	0
chr3L	9132000	9134000	9133000	10000	0
chr3L	9334000	9336000	9335000	10000	0
chr3L	9350000	9352000	9351000	10000	1
chr3L	9358000	9360000	9359000	10000	1
chr3L	9372000	9374000	9373000	10000	0
chr3L	9386000	9388000	9387000	10000	1
chr3L	9402000	9404000	9403000	10000	0
chr3L	9430000	9432000	9431000	10000	0
chr3L	9442000	9444000	9443000	10000	1
chr3L	9488000	9490000	9489000	10000	1
chr3L	9498000	9500000	9499000	10000	0
chr3L	9512000	9514000	9513000	10000	0
chr3L	9540000	9542000	9541000	10000	0
chr3L	9614000	9616000	9615000	10000	0
chr3L	9692000	9694000	9693000	10000	0
chr3L	9698000	9700000	9699000	10000	0
chr3L	9730000	9732000	9731000	10000	0
chr3L	9838000	9840000	9839000	10000	0
chr3L	9860000	9862000	9861000	10000	0
chr3L	9900000	9902000	9901000	10000	0
chr3L	9976000	9978000	9977000	10000	0
chr3L	10226000	10228000	10227000	10000	1
chr3L	10292000	10294000	10293000	10000	2
chr3L	10464000	10466000	10465000	10000	0
chr3L	10632000	10634000	10633000	10000	0
chr3L	10662000	10664000	10663000	10000	0
chr3L	10698000	10700000	10699000	10000	1
chr3L	10900000	10902000	10901000	10000	1
chr3L	11048000	11050000	11049000	10000	3
chr3L	11062000	11064000	11063000	10000	0
chr3L	11070000	11072000	11071000	10000	0
chr3L	11096000	11098000	11097000	10000	0
chr3L	11124000	11126000	11125000	10000	0
chr3L	11170000	11172000	11171000	10000	1
chr3L	11198000	11200000	11199000	10000	0
chr3L	11206000	11208000	11207000	10000	1
chr3L	11214000	11216000	11215000	10000	1
chr3L	11374000	11376000	11375000	10000	0
chr3L	11524000	11526000	11525000	10000	0
chr3L	11562000	11564000	11563000	10000	0
chr3L	11614000	11616000	11615000	10000	1
chr3L	11648000	11650000	11649000	10000	0
chr3L	11682000	11684000	11683000	10000	0
chr3L	11712000	11714000	11713000	10000	0
chr3L	11834000	11836000	11835000	10000	0
chr3L	12004000	12006000	12005000	10000	1
chr3L	12116000	12118000	12117000	10000	0
chr3L	12146000	12148000	12147000	10000	0
chr3L	12206000	12208000	12207000	10000	0
chr3L	12268000	12270000	12269000	10000	0
chr3L	12392000	12394000	12393000	10000	0
chr3L	12418000	12420000	12419000	10000	2
chr3L	12472000	12474000	12473000	10000	0
chr3L	12502000	12504000	12503000	10000	2
chr3L	12538000	12540000	12539000	10000	0
chr3L	12734000	12736000	12735000	10000	0
chr3L	12774000	12776000	12775000	10000	0
chr3L	12814000	12816000	12815000	10000	0
chr3L	12836000	12838000	12837000	10000	0
chr3L	12850000	12852000	12851000	10000	0
chr3L	13008000	13010000	13009000	10000	0
chr3L	13024000	13026000	13025000	10000	0
chr3L	13046000	13048000	13047000	10000	0
chr3L	13302000	13304000	13303000	10000	0
chr3L	13390000	13392000	13391000	10000	1
chr3L	13412000	13414000	13413000	10000	1
chr3L	13442000	13444000	13443000	10000	0
chr3L	13486000	13488000	13487000	10000	0
chr3L	13516000	13518000	13517000	10000	0
chr3L	13694000	13696000	13695000	10000	0
chr3L	13846000	13848000	13847000	10000	2
chr3L	13920000	13922000	13921000	10000	0
chr3L	13994000	13996000	13995000	10000	0
chr3L	14002000	14004000	14003000	10000	0
chr3L	14050000	14052000	14051000	10000	0
chr3L	14072000	14074000	14073000	10000	0
chr3L	14190000	14192000	14191000	10000	0
chr3L	14212000	14214000	14213000	10000	0
chr3L	14236000	14238000	14237000	10000	0
chr3L	14408000	14410000	14409000	10000	0
chr3L	14538000	14540000	14539000	10000	0
chr3L	14560000	14562000	14561000	10000	1
chr3L	14632000	14634000	14633000	10000	0
chr3L	14680000	14682000	14681000	10000	0
chr3L	14754000	14756000	14755000	10000	1
chr3L	14762000	14764000	14763000	10000	1
chr3L	14776000	14778000	14777000	10000	0
chr3L	14802000	14804000	14803000	10000	0
chr3L	14982000	14984000	14983000	10000	0
chr3L	15014000	15016000	15015000	10000	1
chr3L	15072000	15074000	15073000	10000	0
chr3L	15090000	15092000	15091000	10000	1
chr3L	15116000	15118000	15117000	10000	0
chr3L	15144000	15146000	15145000	10000	1
chr3L	15162000	15164000	15163000	10000	0
chr3L	15268000	15270000	15269000	10000	1
chr3L	15498000	15500000	15499000	10000	1
chr3L	15516000	15518000	15517000	10000	0
chr3L	15524000	15526000	15525000	10000	0
chr3L	15556000	15558000	15557000	10000	0
chr3L	15588000	15590000	15589000	10000	0
chr3L	15610000	15612000	15611000	10000	1
chr3L	15810000	15812000	15811000	10000	0
chr3L	15832000	15834000	15833000	10000	0
chr3L	15954000	15956000	15955000	10000	1
chr3L	16012000	16014000	16013000	10000	0
chr3L	16038000	16040000	16039000	10000	0
chr3L	16052000	16054000	16053000	10000	0
chr3L	16088000	16090000	16089000	10000	0
chr3L	16100000	16102000	16101000	10000	0
chr3L	16132000	16134000	16133000	10000	0
chr3L	16166000	16168000	16167000	10000	0
chr3L	16234000	16236000	16235000	10000	0
chr3L	16348000	16350000	16349000	10000	0
chr3L	16386000	16388000	16387000	10000	1
chr3L	16412000	16414000	16413000	10000	2
chr3L	16470000	16472000	16471000	10000	0
chr3L	16494000	16496000	16495000	10000	0
chr3L	16574000	16576000	16575000	10000	0
chr3L	16584000	16586000	16585000	10000	0
chr3L	16608000	16610000	16609000	10000	0
chr3L	16648000	16650000	16649000	10000	0
chr3L	16662000	16664000	16663000	10000	0
chr3L	16712000	16714000	16713000	10000	3
chr3L	16780000	16782000	16781000	10000	0
chr3L	16788000	16790000	16789000	10000	0
chr3L	16808000	16810000	16809000	10000	0
chr3L	16842000	16844000	16843000	10000	0
chr3L	16864000	16866000	16865000	10000	0
chr3L	16954000	16956000	16955000	10000	1
chr3L	16986000	16988000	16987000	10000	0
chr3L	17016000	17018000	17017000	10000	0
chr3L	17054000	17056000	17055000	10000	0
chr3L	17242000	17244000	17243000	10000	1
chr3L	17408000	17410000	17409000	10000	0
chr3L	17434000	17436000	17435000	10000	0
chr3L	17476000	17478000	17477000	10000	1
chr3L	17514000	17516000	17515000	10000	1
chr3L	17530000	17532000	17531000	10000	0
chr3L	17558000	17560000	17559000	10000	0
chr3L	17598000	17600000	17599000	10000	1
chr3L	17622000	17624000	17623000	10000	0
chr3L	17654000	17656000	17655000	10000	0
chr3L	17670000	17672000	17671000	10000	1
chr3L	17732000	17734000	17733000	10000	0
chr3L	17802000	17804000	17803000	10000	1
chr3L	17846000	17848000	17847000	10000	0
chr3L	17858000	17860000	17859000	10000	0
chr3L	17908000	17910000	17909000	10000	0
chr3L	17988000	17990000	17989000	10000	1
chr3L	18022000	18024000	18023000	10000	2
chr3L	18114000	18116000	18115000	10000	0
chr3L	18168000	18170000	18169000	10000	1
chr3L	18244000	18246000	18245000	10000	0
chr3L	18462000	18464000	18463000	10000	0
chr3L	18618000	18620000	18619000	10000	0
chr3L	18668000	18670000	18669000	10000	1
chr3L	18684000	18686000	18685000	10000	0
chr3L	18748000	18750000	18749000	10000	0
chr3L	18802000	18804000	18803000	10000	1
chr3L	18822000	18824000	18823000	10000	0
chr3L	18848000	18850000	18849000	10000	1
chr3L	18866000	18868000	18867000	10000	2
chr3L	18900000	18902000	18901000	10000	0
chr3L	19000000	19002000	19001000	10000	0
chr3L	19064000	19066000	19065000	10000	0
chr3L	19100000	19102000	19101000	10000	0
chr3L	19254000	19256000	19255000	10000	0
chr3L	19422000	19424000	19423000	10000	1
chr3L	19586000	19588000	19587000	10000	0
chr3L	19620000	19622000	19621000	10000	0
chr3L	19642000	19644000	19643000	10000	0
chr3L	19770000	19772000	19771000	10000	0
chr3L	19794000	19796000	19795000	10000	0
chr3L	19872000	19874000	19873000	10000	0
chr3L	19894000	19896000	19895000	10000	0
chr3L	19914000	19916000	19915000	10000	0
chr3L	19928000	19930000	19929000	10000	0
chr3L	20006000	20008000	20007000	10000	1
chr3L	20030000	20032000	20031000	10000	1
chr3L	20130000	20132000	20131000	10000	1
chr3L	20184000	20186000	20185000	10000	0
chr3L	20226000	20228000	20227000	10000	0
chr3L	20334000	20336000	20335000	10000	0
chr3L	20362000	20364000	20363000	10000	0
chr3L	20406000	20408000	20407000	10000	0
chr3L	20494000	20496000	20495000	10000	1
chr3L	20526000	20528000	20527000	10000	1
chr3L	20542000	20544000	20543000	10000	0
chr3L	20712000	20714000	20713000	10000	1
chr3L	20770000	20772000	20771000	10000	0
chr3L	20786000	20788000	20787000	10000	0
chr3L	20800000	20802000	20801000	10000	0
chr3L	20816000	20818000	20817000	10000	0
chr3L	20842000	20844000	20843000	10000	0
chr3L	21006000	21008000	21007000	10000	2
chr3L	21034000	21036000	21035000	10000	0
chr3L	21050000	21052000	21051000	10000	0
chr3L	21172000	21174000	21173000	10000	0
chr3L	21264000	21266000	21265000	10000	0
chr3L	21286000	21288000	21287000	10000	1
chr3L	21318000	21320000	21319000	10000	0
chr3L	21336000	21338000	21337000	10000	0
chr3L	21348000	21350000	21349000	10000	0
chr3L	21442000	21444000	21443000	10000	0
chr3L	21484000	21486000	21485000	10000	1
chr3L	21510000	21512000	21511000	10000	0
chr3L	21516000	21518000	21517000	10000	0
chr3L	21540000	21542000	21541000	10000	0
chr3L	21554000	21556000	21555000	10000	0
chr3L	21656000	21658000	21657000	10000	2
chr3L	21822000	21824000	21823000	10000	0
chr3L	21840000	21842000	21841000	10000	0
chr3L	21958000	21960000	21959000	10000	1
chr3L	22076000	22078000	22077000	10000	0
chr3L	22262000	22264000	22263000	10000	0
chr3L	22314000	22316000	22315000	10000	1
chr3L	22456000	22458000	22457000	10000	1
chr3L	22716000	22718000	22717000	10000	2
chr3L	22810000	22812000	22811000	10000	0
chr3L	22864000	22866000	22865000	10000	0
chr3L	22962000	22964000	22963000	10000	0
chr3L	23098000	23100000	23099000	10000	0
chr3L	23152000	23154000	23153000	10000	1
chr3L	23246000	23248000	23247000	10000	0
chr3L	23272000	23274000	23273000	10000	0
chr3L	23294000	23296000	23295000	10000	1
chr3L	23416000	23418000	23417000	10000	0
chr3L	23522000	23524000	23523000	10000	0
chr3L	23540000	23542000	23541000	10000	0
chr3L	23574000	23576000	23575000	10000	1
chr3L	23684000	23686000	23685000	10000	0
chr3L	23734000	23736000	23735000	10000	0
chr3L	23800000	23802000	23801000	10000	0
chr3L	23864000	23866000	23865000	10000	0
chr3L	23932000	23934000	23933000	10000	0
chr3L	23988000	23990000	23989000	10000	0
chr3L	24022000	24024000	24023000	10000	0
chr3L	24098000	24100000	24099000	10000	0
chr3L	24144000	24146000	24145000	10000	1
chr3L	24218000	24220000	24219000	10000	0
chr3L	24354000	24356000	24355000	10000	0
chr3L	24388000	24390000	24389000	10000	0
chr3L	24430000	24432000	24431000	10000	0
chr3L	24444000	24446000	24445000	10000	0
chr3L	24488000	24490000	24489000	10000	0
chr3L	24498000	24500000	24499000	10000	0
chr3L	24514000	24516000	24515000	10000	0
chr3L	24528000	24530000	24529000	10000	0
chr3L	24544000	24546000	24545000	10000	0
chr3L	24566000	24568000	24567000	10000	0
chr3L	24578000	24580000	24579000	10000	0
chr3L	24600000	24602000	24601000	10000	0
chr3L	24674000	24676000	24675000	10000	0
chr3L	24686000	24688000	24687000	10000	0
chr3L	24696000	24698000	24697000	10000	0
chr3L	24718000	24720000	24719000	10000	0
chr3L	24782000	24784000	24783000	10000	0
chr3L	24822000	24824000	24823000	10000	0
chr3L	24916000	24918000	24917000	10000	0
chr3L	24928000	24930000	24929000	10000	0
chr3L	24990000	24992000	24991000	10000	0
chr3L	25012000	25014000	25013000	10000	0
chr3L	25104000	25106000	25105000	10000	0
chr3L	25116000	25118000	25117000	10000	0
chr3L	25136000	25138000	25137000	10000	1
chr3L	25166000	25168000	25167000	10000	1
chr3L	25228000	25230000	25229000	10000	0
chr3L	25292000	25294000	25293000	10000	0
